"codigo_manzana","prc_nmer03","prc_nmer04","prc_nmer05","prc_nmer06","prc_nmer07","prc_nmer08","prc_nmer09","prc_nmer10","prc_nmer11","prc_nmer12","prc_nmer13","prc_nmer14","prc_nmer15","prc_nmer16","prc_nmer17"
"7600110000000002220414","0","10.526315789473683","0","5.263157894736842","5.263157894736842","14.285714285714285","0","0","0","7.142857142857142","7.142857142857142","0","0","0","0"
"7600110000000002220412","0","7.6923076923076925","7.6923076923076925","0","3.8461538461538463","7.6923076923076925","7.6923076923076925","0","0","3.8461538461538463","0","0","0","0","0"
"7600110000000002090414","0","0","0","0","0","0","16.666666666666664","16.666666666666664","0","16.666666666666664","0","0","0","0","0"
"7600110000000002170337","2.4390243902439024","7.317073170731707","2.4390243902439024","17.073170731707318","9.75609756097561","4.3478260869565215","6.521739130434782","0","2.1739130434782608","4.3478260869565215","4.3478260869565215","2.1739130434782608","2.1739130434782608","4.3478260869565215","6.521739130434782"
"7600110000000002080105","0","5.88235294117647","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7600110000000002200305","5.88235294117647","5.88235294117647","0","2.941176470588235","5.88235294117647","0","12.121212121212121","0","0","9.090909090909092","3.0303030303030303","3.0303030303030303","0","0","0"
"7600110000000002040116","8.108108108108109","2.7027027027027026","2.7027027027027026","5.405405405405405","2.7027027027027026","3.076923076923077","1.5384615384615385","0","0","0","4.166666666666666","2.083333333333333","0","0","0"
"7600110000000002210103","3.125","3.125","6.25","6.25","0","0","0","3.225806451612903","0","0","7.6923076923076925","0","3.8461538461538463","3.8461538461538463","3.8461538461538463"
"7600110000000002130301","0","18.181818181818183","0","0","9.090909090909092","0","37.5","0","12.5","0","0","0","20","0","0"
"7600110000000002120214","0","14.285714285714285","14.285714285714285","0","0","0","11.11111111111111","0","0","11.11111111111111","8.333333333333332","8.333333333333332","0","0","0"
"7600110000000002220302","5","0","0","5","0","16.666666666666664","11.11111111111111","0","0","0","15","5","0","0","10"
"7600110000000002090216","8.333333333333332","0","8.333333333333332","8.333333333333332","0","8.333333333333332","0","8.333333333333332","0","8.333333333333332","0","0","7.142857142857142","7.142857142857142","0"
"7600110000000002120511","4.166666666666666","8.333333333333332","4.166666666666666","0","0","5.263157894736842","0","5.263157894736842","5.263157894736842","0","8.695652173913043","0","4.3478260869565215","8.695652173913043","4.3478260869565215"
"7600110000000002200311","7.6923076923076925","0","0","7.6923076923076925","0","0","0","0","7.6923076923076925","0","0","0","0","0","7.6923076923076925"
"7600110000000002200306","7.142857142857142","0","0","0","0","0","0","9.090909090909092","0","0","0","0","0","0","0"
"7600110000000002090104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7600110000000002120210","0","0","0","0","0","0","0","16.666666666666664","0","0","0","28.57142857142857","0","0","0"
"7600110000000002200104","3.571428571428571","9.523809523809524","2.380952380952381","10.714285714285714","4.761904761904762","7.228915662650602","3.614457831325301","8.433734939759036","2.4096385542168677","2.4096385542168677","5.063291139240507","6.329113924050633","0","2.5316455696202533","5.063291139240507"
